CustomerId,France,Germany,Spain,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,CreditLevel
15762418,0.0,0.0,1.0,0.30000000000000004,0.484985039144778,0.0,1,0,0.6432902098608536,1,7
15749905,0.0,0.0,1.0,0.6000000000000001,0.0,0.0,1,0,0.25106241694554027,1,6
15600911,1.0,0.0,0.0,0.2,0.7289337276341961,0.0,1,0,0.015250214093717938,0,6
15572762,0.0,1.0,0.0,0.2,0.40765073181704975,0.3333333333333333,1,0,0.4491462156572372,0,1
15627848,1.0,0.0,0.0,0.7000000000000001,0.43581890161061015,0.3333333333333333,1,0,0.5133765314877298,0,6
15672894,1.0,0.0,0.0,0.8,0.5179170156297325,0.3333333333333333,0,0,0.994719221665064,0,5
15734659,0.0,1.0,0.0,0.5,0.4303675647750049,0.3333333333333333,1,0,0.7794815701366219,0,5
15593470,0.0,1.0,0.0,0.8,0.6627704898032505,0.0,1,1,0.11649513830724234,0,4
15669606,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,1,0,0.69017143300662,0,6
15664521,0.0,0.0,1.0,0.7000000000000001,0.5963412475559301,0.3333333333333333,1,1,0.5227163886865698,0,6
15678284,1.0,0.0,0.0,0.7000000000000001,0.29742554038573993,0.6666666666666667,1,0,0.647330734936074,1,5
15638806,0.0,0.0,1.0,0.2,0.0,0.3333333333333333,0,0,0.05006807390069052,0,5
15677288,1.0,0.0,0.0,0.30000000000000004,0.4829038355772258,0.0,0,0,0.020113157106681184,1,4
15746805,1.0,0.0,0.0,0.9,0.0,0.3333333333333333,1,0,0.24686661016179504,0,4
15644132,1.0,0.0,0.0,0.9,0.5678635098417848,0.0,1,1,0.5392934237171231,0,7
15705379,1.0,0.0,0.0,0.30000000000000004,0.0,0.3333333333333333,1,0,0.33281806144814774,0,6
15674331,0.0,1.0,0.0,0.7000000000000001,0.5268051661931744,0.3333333333333333,0,0,0.4688729938653473,0,4
15720050,1.0,0.0,0.0,0.2,0.4424017735647171,0.0,1,0,0.5072144731954265,0,7
15605835,1.0,0.0,0.0,0.8,0.2755856371804186,0.3333333333333333,0,1,0.5289510117966089,0,7
15575623,1.0,0.0,0.0,1.0,0.4409572029822946,0.0,1,0,0.7411877505386599,0,4
15628583,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0,1,0.807047999201437,0,6
15592412,0.0,1.0,0.0,0.4,0.5222763553122306,0.0,1,0,0.37004286275257403,1,7
15739123,0.0,1.0,0.0,0.4,0.5083850977103892,0.3333333333333333,1,0,0.021071952892780705,0,7
15766741,1.0,0.0,0.0,0.2,0.4568723500445938,0.0,0,1,0.841564247419323,0,3
15675450,1.0,0.0,0.0,0.9,0.0,0.3333333333333333,1,1,0.36054387305887864,0,7
15726796,1.0,0.0,0.0,0.7000000000000001,0.44441015872221273,0.0,1,1,0.5967308524400683,0,9
15566958,0.0,0.0,1.0,0.7000000000000001,0.6678293963895859,0.0,1,1,0.20589924462575257,0,6
15628203,1.0,0.0,0.0,0.30000000000000004,0.41586430570276567,0.0,0,0,0.5994788135737318,0,5
15742009,0.0,0.0,1.0,0.4,0.0,0.3333333333333333,1,1,0.9572341672169458,0,2
15752375,0.0,1.0,0.0,0.8,0.5961169732300473,0.0,0,0,0.7496643814666955,0,5
15761706,0.0,0.0,1.0,0.8,0.5743460223232469,0.0,1,1,0.058365818300096885,0,6
15609643,0.0,1.0,0.0,0.9,0.46069497778958785,0.3333333333333333,0,1,0.5084332220639455,0,7
15606435,0.0,1.0,0.0,0.2,0.7453748651494319,0.3333333333333333,0,1,0.5295436828200318,0,4
15718921,0.0,0.0,1.0,0.7000000000000001,0.4262977051758346,0.0,1,1,0.6740498409775276,0,5
15774151,0.0,0.0,1.0,0.7000000000000001,0.7170873640369284,0.0,0,0,0.07328881557614066,1,5
15603594,0.0,0.0,1.0,0.4,0.0,0.3333333333333333,1,1,0.3533581057251891,0,5
15691543,0.0,1.0,0.0,0.2,0.5681078720049244,0.0,1,1,0.443991913148665,0,4
15787189,0.0,1.0,0.0,0.8,0.5350784854520018,0.6666666666666667,0,0,0.7653291802186006,1,9
15763274,1.0,0.0,0.0,0.30000000000000004,0.47955940995804314,0.0,0,0,0.4823568472682122,0,6
15728542,1.0,0.0,0.0,0.4,0.0,0.3333333333333333,1,1,0.5362359493808636,0,9
15724620,1.0,0.0,0.0,0.1,0.5370789391023264,0.0,1,0,0.8126657963556158,0,3
15655082,1.0,0.0,0.0,0.4,0.44667880891400974,0.6666666666666667,1,0,0.8679608376030385,1,5
15797964,0.0,1.0,0.0,0.1,0.6151255276594574,0.0,1,1,0.6927213537004256,0,7
15709117,0.0,0.0,1.0,0.30000000000000004,0.3251389837204421,0.0,1,1,0.1418258108305716,1,9
